filename,true_label,pred_label,confidence,text_source,alpha,extracted_text
neutral_485.jpeg,Neutral,Neutral,0.7499094,OCR,0.5,"I ran out of treats.
He is inconsolable."
negative_875.jpg,Negative,Negative,0.91093266,OCR,0.5,"INDIAN-ORIGIN GANGS OF CANADA:
DRUGS, MURDERS & POLITICS
WION
DARK WORLD
Global Crime Series"
neutral_930.jpg,Neutral,Neutral,0.6436393,OCR,0.5,"Pla
PLAZA
ALMENGO
Flaza
PLAZA
ALBERGO
SPLENDIDO
STORANTE
Plaza
GUCCI"
neutral_863.jpg,Neutral,Neutral,0.91549134,OCR,0.5,"THE HISTORY OF THE WORLD
ACCORDING TO
CATS
MA
TEDED"
positive_1012.jpg,Positive,Positive,0.9808273,OCR,0.5,"HAPPINESS IS
JUST A MOOD
""POSITIVITY""
IS A MINDSET
WWW.GIRLBOSSVIBES.COM"
neutral_437.jpeg,Neutral,Neutral,0.51345646,OCR,0.5,"My girl mad at me
for something
Me thinking about
how cute she looks
when angry"
negative_853.jpg,Negative,Negative,0.95103395,OCR,0.5,"DISASTROUS
DELUGE
9
NEWS
ED"
neutral_105.jpeg,Neutral,Neutral,0.55443186,BLIP,0.5,a man sitting on a rock in front of a waterfall
positive_249.jpg,Positive,Positive,0.952474,OCR,0.5,"Risking is better
than regretting.
- Via (Dark Secrets)"
positive_226.jpeg,Positive,Positive,0.68584156,OCR,0.5,"DON'T WASTE
FOOD
I CAN'T
EAT
EVERYTHING
I WILL
EAT
ANYTHING
Ig @being limitless_
DON'T WASTE FOOD!"
positive_787.jpg,Positive,Positive,0.9038838,OCR,0.5,"GO WHERE
YOU FEEL THE
MOST ALIVE
shutterstock.com .2199325451"
neutral_494.jpeg,Neutral,Neutral,0.92524576,OCR,0.5,"Incoming Valentine's
Day messages
Single people
00039"
negative_620.jpeg,Negative,Negative,0.94852793,OCR,0.5,"INDIA BOWS TO INDIA BOWS TO ITALIAN PRESSURE newsX
ITALY
LIVE-07-Feb
India surrenders to Italy in the fishermen
murder case
BREAKING NEWS
INDIA SURRENDERS TO ITALY
MEA HAD OPPOSED THE DEATH PENALTY CITING
TREATY WITH ITALY"
neutral_381.jpg,Neutral,Neutral,0.92164934,OCR,0.5,"class Solution {
public:
long long maxMatrixSum(vector<vector<int>>& matrix) {
int n=matrix.size();
long long res=0;
int neg=0;
int smallNeg=INT_MAX;
for(int i=0;i<n;i++){
for(int j=0;j<n;j++){
if(matrix[i][j]<0) {
}
}
}
neg++;
smallNeg-min(smallNeg, abs (matrix[i][j]));
res+=abs (matrix[i][j]);
if(neg%2==0){
}
return res;
else{
// cout<<""smallNeg- ""<<smallNeg;
return res-smallNeg-smallNeg;
}
};"
positive_649.jpg,Positive,Negative,0.89771485,OCR,0.5,"""All the News
We Hope to Print
VOL CLVI..No. 54,631
The New York Times
Nation Sets Its Sights on
NEW YORK, SATURDAY, JULY 4, 2009
Special Edition
FREE
Building Sane Economy IRAQ WAR ENDS
True Cost Tax, Salary Caps, Trust Busting Top List
The bedr
Troops to Return
Immediately
mander ""True Cost Account
gaphand withdrawal from
Try bill seeks to
property of all cr
Much so, aber the
G Depoput the bra
Why SwNancy whop
Maximum Wage TREASURY
Law Succeeds ANNOUNCES
Salary Caps Will Help
Stabilize Economy
By JE MALONE
C.S. Arap helicopters begin moving to and from Ha's former place
""TRUE COST"" cabers Train for New Life USA Patriot Act Repel
TAX PLAN
By MARCUS
Ex-Secretary
Apologizes for
W.M.D. Scare
WANTON
Op
Det
D
""This is the best a
withdrew from"
neutral_192.jpeg,Neutral,Neutral,0.7052028,OCR,0.5,"THIS IS ME WAITING
FOR THE PRIVILEGES OF
BEING WHITE"
positive_371.png,Positive,Positive,0.8947789,OCR,0.5,Happy Valentine's Day
neutral_782.jpg,Neutral,Neutral,0.92636764,OCR,0.5,"OVER
25 Million
VIEWS
¿(M)
Python in 4 hours
Full Course"
positive_434.jpeg,Positive,Positive,0.9202634,OCR,0.5,"LIFEMELLO
BE CAREFUL
WHO YOU TRUST.
THE DEVIL WAS ONCE
AN ANGEL"
negative_044.jpg,Negative,Negative,0.96000504,BLIP,0.5,a woman and child walk through a rubble - strewn street in the old city of dhaka
negative_379.jpg,Negative,Negative,0.9690615,OCR,0.5,"IN THE ASSEMBLY
Jadeja: 14,702 suicide cases
registered in last two years
EXPRESS NEWS SERVICE
AHMEDABAD, MARCH 2
DATA ON crime tabled by the state
Home ministry in the Assembly
Monday in response to questions
raised by Congress MLAs stated
that a total of 14,702 cases of sui-
cide were registered in Gujarat in
the last two years, suggesting that
on an average nearly 20 persons
took their lives every day.
Congress leader Paresh
Dhanani tried to corner the gov-
ernment alleging that it was
clubbing suicides under 'unnat-
ural deaths' in order to show
""control"" in the number of sui-
cide cases, and sought details on
whether those who committed
suicide were farmers. Of the
88,081 unnatural death cases
registered in last two years,
14,702 were suicide cases.
GUJARAT
ASSEMBLY
Home minister Pradeepsinh
Jadeja said that Dhanani's ques-
tion had a 'rajkiya badboo' (po-
litical intent) and informed the
House that ""if agriculture is
mentioned as the profession in
the FIR registered in cases of sui-
cides, it is not correct to consider
these happened because of agri-
culture related issues. A package
of Rs 3,795 crore has been de-
clared by the state government
for the farmers"".
Jadeja also said that suicide
due to crop failure was negligible
in the state. Giving reasons for
these unnatural deaths, Jadeja
told the House during question
hour on Monday that there are
several reasons, including exam
result-related stress, financial
problems, illness or mental illness,
marriage or family-related issues,
that can drive a person to take the
extreme step.
Responding to a written ques-
tion raised by Kalabhai Dabhi,
Congress MLA from Kapadvanj
constituency in Kheda district
pertaining to suicide cases
recorded in Kheda and Anand,
Jadeja said that not a single case
of agrarian distress or unemploy-
ment-related suicide have been
recorded in these two districts.
""There is not a single case in
Kheda and Anand districts
where a person committed sui-
cide due to agriculture related is-
sues or unemployment.""
The highest number of sui-
cide cases in 2018 and 2019 have
been recorded in Surat (2,153)
followed by Ahmedabad (1,941)
and Rajkot (1,651), as per data
tabled in the House.
Stating that Gujarat is a pros-
perous state which tops the coun-
try in terms of employment,
Jadeja also said that there is not a
single case of suicide due to un-
employment reported.
Further, the data reveals that
2,034 murder cases were
recorded in the last two years in
Gujarat which means on an aver-
age 2-3 cases were reported
everyday. Besides, 2,720 rape
cases were also reported during
the same period.
Further, a total of 3,305 cases
of rioting have been registered in
last two years with Ahmedabad
leading the list with 408 cases, fol-
lowed by Surat (277), Vadodara
(215) and Bhavnagar (203)."
neutral_107.jpeg,Neutral,Neutral,0.93505406,OCR,0.5,"We found him
Junior
Kitten
Beef Rind
Bauf-Rund
Hanzo Oxe/Okse
Hardd Wolowing
Whiskas"
neutral_504.jpeg,Neutral,Neutral,0.899907,OCR,0.5,"you having your busy time:
me patiently waiting:"
neutral_407.jpeg,Neutral,Neutral,0.7354699,OCR,0.5,"SINN
VOLL
LOS"
neutral_875.jpg,Neutral,Neutral,0.92798233,OCR,0.5,"TEDED
TALTIME
MANAGEMENT"
neutral_146.png,Neutral,Neutral,0.8950172,OCR,0.5,"LESSOR
VS
LESSEE
A lease agreement is an arrangement between two parties - lessor vs
lessee
LESSOR
The one who gives his place on rent
to a lessee is called a LESSOR.
LESSEE
A LESSEE is a person who takes a
place may it be a bungalow an
apartment, on rent."
negative_130.jpeg,Negative,Negative,0.98986983,OCR,0.5,"GREAT FALLS
TRIBUNE
SPECIAL E
Bloody terror
Thousands feared dead in word terorist attack ever
M"
positive_041.jpeg,Positive,Positive,0.8495567,OCR,0.5,"You cannot teach a man
anything; you can only
help him find it within
himself.
-Galileo Galilei"
neutral_069.jpeg,Neutral,Neutral,0.913905,OCR,0.5,"I LOVE MANGO?
I LOVE APPLE?"
negative_404.jpeg,Negative,Negative,0.9752859,OCR,0.5,"DISASTER
dreamstimea
BREAKING NEWS
COVID-19"
positive_064.jpeg,Positive,Positive,0.7695897,OCR,0.5,Good News!
negative_343.jpeg,Negative,Negative,0.97266686,OCR,0.5,"Girl, 14, Suicide
By Gas in Home
The death of Ann Coady,
14,
whe body was found Monday
night in the gas filled living room
of her home at 27 Commerce St,
was recorded as a suicide by police
yesterday, though no motive could
be learned for her action
Cas was pouring from four Jets
of a range and Ann's body lay on
the floor, when her brother, Robert.
15. returned to the apartment they
shared with their mother, Cather-
ine, a widow. A police emergency
squad tried vainly to revive the
girl with way.
No nutes were found.
Almost 100 cartoons in the
hook of The Neighbors."" On sale
mall ar at The Sews Information
Bareas for the
WANTED
BLOOD DONORS
P.M..
P. M.
Cash Purchase
o SHARP & DOHME
326 East 39th St. Sad As"
negative_364.jpg,Negative,Negative,0.9334612,OCR,0.5,"WORLD'S NEWS
When will
пс
NEW DELHI
a coronavirus
vaccine be ready?
Even at their most effective and
draconian-containment strategies
have only slowed the spread of the
respiratory disease Covid-19. With
the World Health Organization
finally declaring a pandemic, all eyes
have turned to the prospect of a
vaccine, because only a vaccine can
prevent people from getting sick.
About 35 companies and academic
titutions are racing to create such
at least four of which
they have
BELING
с
AMSTERDAM
GLOBAL PANDEMIC ALARM! Coronavirus Cases:
COVID-19
The disease was first identified in December 2019 in Wuhan, the capital of China's
Hubei province, and has since spread globally, resulting in the ongoing 2019-20
coronavirus pandemic. In the days and weeks ahead, we expect to see the number of
cases, the number of deaths, and the number of affected countries climb even higher
Active Cases
1001615
Closed Cases
610577
1554R7
Total Death
Hecovered
Total Cases
More Bad Information
There are rapidly growing numbers
of cases in many countries, and many
countries in Europe have already
reported nation-wide community"
positive_764.jpg,Positive,Positive,0.89423823,OCR,0.5,"pik
freepik
freepik
freepik
THOUGHTS
GROW
*
POS
freepik"
negative_225.jpg,Negative,Negative,0.96652746,OCR,0.5,"RUSSIAN MISSILES STRIKE KYIV SHOPPING CENTRE
AT LEAST 8 KILLED"
negative_810.jpg,Negative,Negative,0.870805,OCR,0.5,"1.00
CCTV INDIA
TODAY
2022
VK BHAWRA
ANI
DGP PUNJAB
MOOSEWALA'S CAR
MOMENTS BEFORE GETTING SHOT
INDIA"
neutral_109.jpeg,Neutral,Neutral,0.8686848,OCR,0.5,"H
M
C
3
M
W
OM
哋?
SPI
M
H
M
НИ
CM
C
M
HC"
negative_651.jpg,Negative,Negative,0.5809512,OCR,0.5,"Hurt
Some people hurt by words
some by actions and
some by silence
But the biggest hurt is
that someone ignoring us when
we value them alot
(heart Broken Words)"
positive_417.png,Positive,Positive,0.6504004,OCR,0.5,"f
We hope you had a great birthday, Pietro!
Here's a video we made for you with some
birthday posts from your friends."
positive_922.jpg,Positive,Positive,0.8834094,OCR,0.5,"115
You Mean
The World
To Me
Quotes
www.LUVZE.com"
negative_780.jpg,Negative,Negative,0.95606923,OCR,0.5,"| NEWS
This Uttarakhand minister tried to
put out a forest fire with a bush"
negative_695.jpg,Negative,Negative,0.5311728,OCR,0.5,"Fear is the path to the dark
side. Fear leads to anger.
Anger leads to hate. Hate
leads to suffering.
- Yoda"
positive_901.jpg,Positive,Positive,0.88954234,OCR,0.5,"HAPPY
66
THER
HAPPY L
FATHER'S
DAY
F
DA"
negative_140.jpg,Negative,Neutral,0.44823408,BLIP,0.5,a large black stone
neutral_838.jpg,Neutral,Neutral,0.8912355,OCR,0.5,"TEDED
WHY DO CATS
DO THAT?"
positive_733.jpg,Positive,Positive,0.97126424,OCR,0.5,"""Being Happy
Never Goes
Out of Style""
Lilly Pulitzer"
neutral_170.png,Neutral,Neutral,0.8372896,OCR,0.5,"THE
BEST
TV AD'S"
neutral_558.jpg,Neutral,Neutral,0.8562894,OCR,0.5,"FACEBOOK AND
INSTAGRAM GO DOWN
DIDN'T EVEN
NOTICE
It Feels Like Victory"
neutral_449.jpg,Neutral,Neutral,0.6660056,OCR,0.5,"f LIVE
STAY TUNED
TODAY
10PM
with Naeem Mohaimeen
Social Media Marketing Expert
f yourfb yourlg"
neutral_228.jpeg,Neutral,Neutral,0.93600774,OCR,0.5,"aka Types Arith
ernary Operator Arrays Fo
pop Do While Loop User In
tringLEARN C++
ecurs
10 Exception
IN ONE VIDEO
lass Objects Private Public
rototypes Static Encapsul
onstructors Destructors T
2:52/35040:04"
positive_776.jpg,Positive,Positive,0.79393315,OCR,0.5,"STOCK
BIGS
BIGST
BIG
STOCK
BIGST
THE BEST
BIG
STOCK
BIGSTOCK
BIG
BIGSTOCK
VIEW
COMES
BIG
AFTER
BIGSTOCK
MOCK
THE
BIG
BIGSTOCK
BIG
HARDEST
BIGSTOCK
CLIMB
BIGS
BIGSTOCK
BIGSTOCK
Image ID: 385623743
bigstock.com
BIGSTOCK"
positive_618.jpeg,Positive,Positive,0.94861317,OCR,0.5,"Conceive. Believe. Achieve.
If your mind can conceive and
your heart believes it then you
can achieve it.
- Via (Dark Secrets)"
neutral_022.jpg,Neutral,Neutral,0.92066675,OCR,0.5,"ghost mom
@radtoria
Following
My cat learned he could scoop up food with his
cone and stole my damn taco when I wasn't
looking
RETWEETS LIKES
5,633 10,834
RW"
neutral_751.jpg,Neutral,Neutral,0.71550906,OCR,0.5,"WHY
TEDED
DO WE
DREAM?"
negative_864.jpg,Negative,Negative,0.9694613,OCR,0.5,"KHA
MAN BEHIND ATTACK ON INDIAN
EMBASSY IN LONDON DEAD
HT"
negative_352.jpeg,Negative,Negative,0.92778194,OCR,0.5,"INDIA
TODAY
CORONA
BREAKING
FIRST DEATH
DUE TO JAB"
positive_994.jpg,Positive,Positive,0.90772164,OCR,0.5,"Your best teacher is
your last mistake.
DreamsQuote.Com"
negative_171.jpg,Negative,Negative,0.9040443,OCR,0.5,"NEW ZEALAND
TSUNAMI
NEWS"
positive_893.jpg,Positive,Positive,0.6000096,OCR,0.5,"7 Best
Texts To
Make
Her DAY!"
neutral_017.jpg,Neutral,Neutral,0.9154893,OCR,0.5,"2
234
4
<import yoruba from %Nigeria//>
<! YORUBATYPE html>
<ori>
<oruko>%>ede programming titun ti yoruba
</oruko%>
</ori>
5
6
<ara%>
7
8
9
10
<ori alakoko>Omo yoruba atata ni mi</ori>
</ara%\\>
<eso%>
ori alakoko {
11
titobi: 50px;
12
13
}
14
15
16
sisanra: 10px;
</eso\\%>
<lati owo @ronniepaul ni ede programming yi
ti seyo%//>
// ese pupo \\"
negative_585.jpg,Negative,Negative,0.68422353,OCR,0.5,"BEAR PATROL
Igl@being limitless.
I'M NOT CROSSING THE
ROAD. THE ROAD IS
CROSSING MY FOREST."
negative_262.jpg,Negative,Negative,0.9399502,OCR,0.5,"BREAKING NEWS
TODAY
DELHI BUILDING COLLAPSE
4-STOREY COLLAPSES IN NORTH DELHI
2
GOVT: READY TO CREATE PANEL
TO PROBE PEGASUS ROW"
neutral_563.jpeg,Neutral,Neutral,0.93064654,OCR,0.5,"FEBRUARY 15
OTHERS WALLET
PROGRAMMERS"
neutral_774.jpg,Neutral,Neutral,0.9124031,OCR,0.5,"Potato Spiral
Cutter"
negative_834.jpg,Negative,Negative,0.9156234,OCR,0.5,"FLOODED
COUNTY
OF SONOMA
CALIFORNIA
HEAVY SNOWFALL & RAIN"
negative_692.jpg,Negative,Negative,0.5573361,OCR,0.5,"Sometimes, Crying
is the only way your
eyes speak when
your mouth can't
explain how broken
your heart is."
positive_588.jpeg,Positive,Positive,0.90974116,OCR,0.5,"HAPPY
MOTHER'S
DAY
MAY 2020
Sending love and hugs across
the miles to the best Mom ever.
www.website.com
Your
Logo"
negative_587.jpg,Negative,Negative,0.55677533,OCR,0.5,"successpictures
@successpictures
Some people
just act like
they are
trying to
help you...
@successpictures"
neutral_681.jpg,Neutral,Neutral,0.93556464,OCR,0.5,"D
PICCOLO
EXPLORER
BOOKS
50 FACTS
ABOUT
ELECTRONICS
Know the facts, then try out
your knowledge on the
Games and Puzzles!"
positive_207.jpeg,Positive,Positive,0.72632015,OCR,0.5,"No city celebrates Durga Puja
like Kolkata"
negative_024.jpg,Negative,Negative,0.7723315,BLIP,0.5,people are gathered around a muddy puddle
neutral_621.jpeg,Neutral,Neutral,0.59869814,OCR,0.5,"Sale=
$25 off every $100* you spend on anything in the store.
Friday & Saturday November 27-28 @
Sailing Supply/Downwind Marine
SPEND
HARDWARE,
SAVE
$100
CLOTHING,
$25
BOOKS,
$200
ROPE.
$50
PFD'S,
$300
$75
AND
$400
MORE!!
$100
DOWNWIND
**SALE IS BASED ON RETAIL PRICING ONLY AND DOES NOT APPLY TO
ANY IN-HOUSE ACCOUNTS OR ONLINE PURCHASES."""
positive_454.jpeg,Positive,Positive,0.9441698,OCR,0.5,"We always work for a better
tomorrow. But when tomorrow
comes, instead of enjoying, we again
think of a better tomorrow!
Let's have a better today.
@successpictures
@successpictures"
positive_513.jpeg,Positive,Positive,0.5225375,OCR,0.5,"RVC rvcjinsta
RVCJ
www.EVCI.COM
20-YEAR OLD PRIYANJALI GUPTA
FROM DELHI CREATES AN AI MODEL THAT
CAN UNDERSTAND SIGN LANGUAGE
hello: 63%
RVCJ
WWW.AVC.COM
iloveyou: 100%
""THE MODEL TRANSLATES A FEW ASL SIGNS TO
ENGLISH USING TRANSFER LEARNING FROM
PRETRAINED ssd_mobilenet MODEL,"" SHE SAID
IT ANALYSES MOTIONS TO CONVERT SIGN
LANGUAGE TO ENGLISH. WONDERFUL
RVCJ Media
Google Play"
positive_780.jpg,Positive,Positive,0.9088863,OCR,0.5,"66
""It's failure that gives you
the proper perspective on
success.""
Ellen DeGeneres"
negative_377.jpeg,Negative,Negative,0.89183164,OCR,0.5,"U.S. DETECTS ATOMIC BLAST IN RUSSIA
THE GAMBLE IN
CZECHOSLOVAKIA
WAR AND POLITICS
Tanks surround them
but they still cry resist
Wall That Divides the World
WELFARE CAPITALISM
Coming Test
and Oppket
THE WAR, UNFORTUNATELY,
WAS NEVER LIKE THIS
WORLD SPIN KALLIES FOR SPEZ PEACE
Cold War
OUR COMMUNIST ALLV
DEALING
WITH THE
DEADLY CRISIS
dreamstime.com
Hopes dulled
by specters
of despair
THE END OF
THE BEGINNING
RISANS WAGE PREPLANDA BASTLE N
CONVUON"
negative_800.jpg,Negative,Negative,0.71533597,OCR,0.5,"In war there is no
PRIZE
for runner-up
2
General Omar Bradley via Gecko&Fly"
negative_558.jpg,Negative,Negative,0.8272841,OCR,0.5,"Forwarded
Pass it Please
Good news, Wuhan's corona virus can
be cured by one bowl of freshly boiled
garlic water.
Old Chinese doctor has proven it's
efficacy. Many patients has also proven
this to be effective. Eight (8) cloves of
chopped garlics add seven (7)cups of
water and bring to boil., Eat and drink
the boiled garlic water, overnight
improvement and healing. Glad to share
this.
2:56 PM
Forwarded
Apart from Bongs, everyone else needs to take
precaution against Corona virus. It will not affect
Bongs much because, since childhood, we are
immune to 'Corona'
Eta Corona
Ota Corona
Birokto Corona
Bandrami Corona
Jhogra Corona
Maramari Corona
Dustumi Corona
Besi Nachanachi Corona
and so on....
So bongs, just chill
11:25"
neutral_593.jpeg,Neutral,Neutral,0.8231015,OCR,0.5,"1st rule of Programming:
If it works....don't touch it!.."
negative_509.jpeg,Negative,Negative,0.9242844,OCR,0.5,"MORNING
P
ATERSON'S
RINCIPAL
APER
THE
C
OUSES ON EASTSIDE WRECKED BY E
RADICALS LAUNCH REIGN OF T
mal Machines Damage Homes SCHOOL TEACHERS
of Prominent Men in
Eight Cities.
IN PALMER'S RESIDENCE
ORGANIZE UNION
JW Ann Felste
Tacter
AFL
AUSTRIA PLEADS FOR LAST
PEACE BASED ON RIGHT 78
Rey, After Being Basic Ten from is, Asks Ass
Mest Rece Hangry and Colonial Prosessions and
Neyo Mel Artemide Yr
Sant"
negative_081.jpg,Negative,Negative,0.9556781,OCR,0.5,EARTHQUAKE
neutral_944.png,Neutral,Neutral,0.849579,OCR,0.5,"NN
New Normal"
neutral_176.png,Neutral,Neutral,0.93034613,OCR,0.5,"Did You Know
x
The longest I've gone
without sleep is...
← Back
Answer
New"
neutral_812.jpg,Neutral,Neutral,0.85343325,OCR,0.5,"8=1/√5Z
Gmm
THE HISTORY OF
MATHEMATICS"
neutral_154.png,Neutral,Neutral,0.9579574,OCR,0.5,"Terminal
P@Geeks :~$
Programming
Gecks"
neutral_912.jpg,Neutral,Neutral,0.7811503,OCR,0.5,"BATTERY+B
ENERGY DOESN'T
FLOW IN WIRES
I"
negative_749.jpg,Negative,Negative,0.8804269,OCR,0.5,"PUTIN ‣LIVE
UNLEASHES
2,00,000
MEN
NEWS 18"
positive_1005.jpg,Positive,Positive,0.945819,OCR,0.5,"let your
faith
be
bggon
than your
fear"
positive_581.jpeg,Positive,Positive,0.91809446,OCR,0.5,"shaadicelebration
shaadicelebration.kolkata
Shaadi
Celebration
Team
Shandi Celebration
wishing you all
Diwali
+31 7435454671
+31 6420588130"
positive_786.jpg,Positive,Positive,0.96890867,OCR,0.5,"*
TECHWEK.COM
""It's a new day!
I will win,
strive and
conquer."""
negative_331.jpeg,Negative,Negative,0.96990293,OCR,0.5,"Car Collision Kills
Actor James Dean
Turnipseed received minor in
juries
PASO ROBLES, Calif. (UP)
James Dean, 24-year-old film star
was killed early Friday night in A hospital doctor said Dean died
head-on collision of his German
sports car some 30 miles east of instantly and put the time of death
here.
at about 5:40 pm. He said the
Dean, who shot to prominence actor's body was terribly bat
in the film version of John Stein- tered"", by the impact and that be
back's East of Eden, died instand-affered a broken neck, numerous
ly when his Porsche racing cur broken bones, and cuts and
crashed into a sedan at a highway
intersection near the small Central The collision threw Dean's sports
California community of Chlame car 130 feet down the highway, the
The highway patrol said the CHP said
bruises.
driver of the second car. Donald Sanford Roth, Warner Brothers
Turnipseed, 2, of Tulare, Calif. still photographer, said he was fol
attempted to turn left in front of wing Dean's car a few miles be
Dean and the vehicles crashed hind. He said neither be nor his
head-en, some 150 miles north of passenger, Bill Hickman, of Metro-"
positive_648.jpg,Positive,Positive,0.5372952,OCR,0.5,"y being
one who
and vow
ty
Toppy at
al.co.uk
EXMOUTH JOURNAL
Take a paws to help
guide dog charity
A WITINYCOMBE woman is asking
other dog lovers and their pets to
Join her on a fundraising walk in
aid of guide dogs.
Laura Waddell, 24, of Denmark
Road is organising the walk as
part of Guide Dogs for the Blind's
national Go Walkies event
The walk will be along the Exmouth
to Budleigh cycle track, and art
from the bridge in Capel Lane at
10am on May 18
There will be goody bags at the
end for all those taking part, as well
as a chance to win a six month sup
ply of Eukanuba dog food.
Laura will be doing the walk with
ber seven-year-old beagle Amber,
and wants as many dogs and their
owners as possible to join them
She said ""Guide Dogs for the
do an amazing job
I see a lot of the training pups
around town with their volunteering
trainers, as well as guide dogs with
their owners who make a real differ
ence to their lives
Doing this walk will hopefully
raise some money but also aware
ness about how de changing the
dogs are in this charity. Also I just
the dog walkers on the day to
IN
EXH
SHOUTH
since
1858
JOURNAL
Dean Road resident Laura Wade is gang og was part of the Guide
some bind Go was even on Saturday May 18 Laure is pred
with her dog Aniber and the was will start at 10am from the cycle path on Capel Lane
to Budleigh Salterton and back Photo by Simon Hom Ref exe 3083-16 134
have a fun time together
book page at www.facebook.com/
Anyone who would lie to join events/300668706228406
To sponsor the walken, visit
admin http://uk.virginmoneygiving.com/
team/ExmouthGoWas
Laura on the walk can contact be
by emailing
con, or can visit the event's Face
THE
cha"
positive_535.jpeg,Positive,Positive,0.89959264,OCR,0.5,"Be kind, don't judge, and
have respect for others.
@successpictures
@successpictures
@successpictures"
neutral_140.jpeg,Neutral,Neutral,0.92796147,OCR,0.5,Your Ad Here
positive_070.png,Positive,Positive,0.6519772,OCR,0.5,The Ministry of Good News
negative_278.jpeg,Negative,Negative,0.9045137,OCR,0.5,"ARREST IN RANJITH
SREENIVASAN'S MURDER"
positive_645.jpg,Positive,Positive,0.9887302,OCR,0.5,"Start smiling from the
heart it will make
your life more
beautiful and happy.
DreamsQuote.Com"
neutral_802.jpg,Neutral,Neutral,0.8176235,OCR,0.5,"C
CCO
60
CODING
MUSIC
HACKER CHILLSTEP
னை"
neutral_343.jpeg,Neutral,Neutral,0.91071093,OCR,0.5,"When you keep singing love songs.
Mom:"
positive_841.jpg,Positive,Positive,0.95356303,OCR,0.5,"a smile is the best
makeup any girl can
wear
-Marilyn Monroe
Quotesjin.Com"
negative_907.jpg,Negative,Negative,0.9538981,OCR,0.5,GRIME SCENE
neutral_313.jpeg,Neutral,Neutral,0.7406584,OCR,0.5,"Medical Students
Don't work hard, work with intelligence...
laughingcolours.com
Engineering Student"
neutral_946.png,Neutral,Neutral,0.7670608,OCR,0.5,"celio
be normal.*"
