filename,filepath,text-detected,OCR,coordinates,img_ar,img_or,img_area,txt_ar,txt_or,txt_area,txt_img_ratio,sentiment
negative_027.jpg,/kaggle/input/musait/dataset/basket/negative_027.jpg,1,"AFTERMATH OF
CYCLONE AMPHAN
CRUX.","[{'x': 281, 'y': 36}, {'x': 1230, 'y': 36}, {'x': 1230, 'y': 648}, {'x': 281, 'y': 648}]",16:9,horizontal,921600,3:2,horizontal,580788,0.6301953125,negative
negative_028.jpg,/kaggle/input/musait/dataset/basket/negative_028.jpg,0,,[],3:2,horizontal,375750,,,0,0.0,negative
negative_029.jpg,/kaggle/input/musait/dataset/basket/negative_029.jpg,0,,[],3:2,horizontal,50325,,,0,0.0,negative
negative_030.jpg,/kaggle/input/musait/dataset/basket/negative_030.jpg,1,"AFTERMATH OF
CYCLONE AMPHAN
CRUX.","[{'x': 281, 'y': 36}, {'x': 1230, 'y': 36}, {'x': 1230, 'y': 648}, {'x': 281, 'y': 648}]",16:9,horizontal,921600,3:2,horizontal,580788,0.6301953125,negative
negative_031.jpg,/kaggle/input/musait/dataset/basket/negative_031.jpg,1,"# RUSSIAUKARINE CONFLICT
| हमले के बाद
रिहायशी
इमारत में
आग
abp
न्यूज","[{'x': 0, 'y': 56}, {'x': 400, 'y': 56}, {'x': 400, 'y': 283}, {'x': 0, 'y': 283}]",4:3,horizontal,172800,16:9,horizontal,90800,0.5254629629629629,negative
negative_032.jpg,/kaggle/input/musait/dataset/basket/negative_032.jpg,1,"INDIA-CHINA GALWAN STAND-OFF:
AT LEAST 20 SOLDIERS KILLED","[{'x': 40, 'y': 580}, {'x': 1242, 'y': 580}, {'x': 1242, 'y': 710}, {'x': 40, 'y': 710}]",16:9,horizontal,921600,Other,other,156260,0.1695529513888889,negative
negative_033.jpg,/kaggle/input/musait/dataset/basket/negative_033.jpg,0,,[],3:2,horizontal,50325,,,0,0.0,negative
negative_034.jpg,/kaggle/input/musait/dataset/basket/negative_034.jpg,0,,[],3:2,horizontal,11743200,,,0,0.0,negative
negative_035.jpg,/kaggle/input/musait/dataset/basket/negative_035.jpg,1,"INDIA-CHINA GALWAN STAND-OFF:
AT LEAST 20 SOLDIERS KILLED","[{'x': 40, 'y': 580}, {'x': 1242, 'y': 580}, {'x': 1242, 'y': 710}, {'x': 40, 'y': 710}]",16:9,horizontal,921600,Other,other,156260,0.1695529513888889,negative
negative_036.jpeg,/kaggle/input/musait/dataset/basket/negative_036.jpeg,1,"Nit Jamshedpur
Frustration","[{'x': 3, 'y': 81}, {'x': 223, 'y': 81}, {'x': 223, 'y': 141}, {'x': 3, 'y': 141}]",1:1,box,50176,Other,other,13200,0.2630739795918367,negative
negative_037.jpg,/kaggle/input/musait/dataset/basket/negative_037.jpg,1,"JAMMU AND KASHMIR
5 SOLDIERS KILLED IN POONCH
INDIA
TODAY","[{'x': 34, 'y': 18}, {'x': 1235, 'y': 18}, {'x': 1235, 'y': 165}, {'x': 34, 'y': 165}]",16:9,horizontal,921600,Other,other,176547,0.1915657552083333,negative
negative_038.jpg,/kaggle/input/musait/dataset/basket/negative_038.jpg,0,,[],3:2,horizontal,614400,,,0,0.0,negative
negative_039.jpg,/kaggle/input/musait/dataset/basket/negative_039.jpg,0,,[],2:1,horizontal,50397,,,0,0.0,negative
negative_040.jpg,/kaggle/input/musait/dataset/basket/negative_040.jpg,1,"JAMMU AND KASHMIR
5 SOLDIERS KILLED IN POONCH
INDIA
TODAY","[{'x': 34, 'y': 18}, {'x': 1235, 'y': 18}, {'x': 1235, 'y': 165}, {'x': 34, 'y': 165}]",16:9,horizontal,921600,Other,other,176547,0.1915657552083333,negative
negative_041.jpeg,/kaggle/input/musait/dataset/basket/negative_041.jpeg,1,"BAN
RUSSIA
FROM
SWIFT","[{'x': 54, 'y': 5}, {'x': 184, 'y': 5}, {'x': 184, 'y': 135}, {'x': 54, 'y': 135}]",4:3,horizontal,50424,1:1,box,16900,0.3351578613358718,negative
negative_042.jpg,/kaggle/input/musait/dataset/basket/negative_042.jpg,1,"RISID BUS
গ্রীন হইতে হাওড়া (
TATA
RIS-110
BBC NEWS
Amphan: Kolkata
devastated as cyclone
leaves scores dead
MAY 21, 2020.4 MIN READ","[{'x': 13, 'y': 33}, {'x': 763, 'y': 33}, {'x': 763, 'y': 1004}, {'x': 13, 'y': 1004}]",1:1,box,912384,3:4,vertical,728250,0.7981836595117845,negative
negative_043.jpg,/kaggle/input/musait/dataset/basket/negative_043.jpg,0,,[],2:1,horizontal,50397,,,0,0.0,negative
negative_044.jpg,/kaggle/input/musait/dataset/basket/negative_044.jpg,0,,[],16:9,horizontal,50240,,,0,0.0,negative
negative_045.jpg,/kaggle/input/musait/dataset/basket/negative_045.jpg,1,"RISID BUS
গ্রীন হইতে হাওড়া (
TATA
RIS-110
BBC NEWS
Amphan: Kolkata
devastated as cyclone
leaves scores dead
MAY 21, 2020.4 MIN READ","[{'x': 13, 'y': 33}, {'x': 763, 'y': 33}, {'x': 763, 'y': 1004}, {'x': 13, 'y': 1004}]",1:1,box,912384,3:4,vertical,728250,0.7981836595117845,negative
negative_046.jpeg,/kaggle/input/musait/dataset/basket/negative_046.jpeg,1,"DAILY PAPER
Mason City Globe-Gazette
U.S. DECLARES WAR
Hawaiian Casualties Total 3,000
Philippines Attacked
by Japanese Bombers
290 Casualties Listed
ENLAND GE United Front Is
TO MARCALS Shown as Congress
WPS Orders Hostilities
Japs Claim
Supremacy
in Pacific","[{'x': 1, 'y': 7}, {'x': 265, 'y': 7}, {'x': 265, 'y': 184}, {'x': 1, 'y': 184}]",4:3,horizontal,50274,3:2,horizontal,46728,0.9294665234514858,negative
negative_047.jpg,/kaggle/input/musait/dataset/basket/negative_047.jpg,1,"CYCLONE TAUKTAE
R. NEWS","[{'x': 49, 'y': 47}, {'x': 1009, 'y': 47}, {'x': 1009, 'y': 691}, {'x': 49, 'y': 691}]",16:9,horizontal,921600,3:2,horizontal,618240,0.6708333333333333,negative
negative_048.jpg,/kaggle/input/musait/dataset/basket/negative_048.jpg,0,,[],4:3,horizontal,50384,,,0,0.0,negative
negative_049.jpg,/kaggle/input/musait/dataset/basket/negative_049.jpg,1,"Thank you
for driving
carefully
Cars","[{'x': 193, 'y': 127}, {'x': 514, 'y': 127}, {'x': 514, 'y': 531}, {'x': 193, 'y': 531}]",1:1,box,279180,3:4,vertical,129684,0.4645175155813453,negative
negative_050.jpg,/kaggle/input/musait/dataset/basket/negative_050.jpg,1,"CYCLONE TAUKTAE
R. NEWS","[{'x': 49, 'y': 47}, {'x': 1009, 'y': 47}, {'x': 1009, 'y': 691}, {'x': 49, 'y': 691}]",16:9,horizontal,921600,3:2,horizontal,618240,0.6708333333333333,negative
negative_051.jpeg,/kaggle/input/musait/dataset/basket/negative_051.jpeg,1,"DUNE DO NOT C
MURDER","[{'x': 74, 'y': 0}, {'x': 283, 'y': 0}, {'x': 283, 'y': 135}, {'x': 74, 'y': 135}]",16:9,horizontal,50400,3:2,horizontal,28215,0.5598214285714286,negative
negative_052.jpg,/kaggle/input/musait/dataset/basket/negative_052.jpg,1,"SUPER CYCLONE,AMPHAN INTENSIFIES
520 KM FROM SOUTH ODISHA
INDIA
TODAY","[{'x': 36, 'y': 49}, {'x': 1255, 'y': 49}, {'x': 1255, 'y': 690}, {'x': 36, 'y': 690}]",16:9,horizontal,921600,16:9,horizontal,781379,0.8478504774305555,negative
negative_053.jpg,/kaggle/input/musait/dataset/basket/negative_053.jpg,0,,[],4:3,horizontal,786432,,,0,0.0,negative
negative_054.jpg,/kaggle/input/musait/dataset/basket/negative_054.jpg,0,,[],4:3,horizontal,50246,,,0,0.0,negative
negative_055.jpg,/kaggle/input/musait/dataset/basket/negative_055.jpg,1,"SUPER CYCLONE,AMPHAN INTENSIFIES
520 KM FROM SOUTH ODISHA
INDIA
TODAY","[{'x': 36, 'y': 49}, {'x': 1255, 'y': 49}, {'x': 1255, 'y': 690}, {'x': 36, 'y': 690}]",16:9,horizontal,921600,16:9,horizontal,781379,0.8478504774305555,negative
negative_056.jpeg,/kaggle/input/musait/dataset/basket/negative_056.jpeg,1,"NOT CUTE
JUST
PSYCHO","[{'x': 30, 'y': 42}, {'x': 193, 'y': 42}, {'x': 193, 'y': 144}, {'x': 30, 'y': 144}]",1:1,box,50400,3:2,horizontal,16626,0.3298809523809524,negative
negative_057.jpg,/kaggle/input/musait/dataset/basket/negative_057.jpg,1,"CYCLONE AMPHAN HITS INDIA
4 DEAD IN WEST BENGAL
INDIA
TODAY","[{'x': 14, 'y': 45}, {'x': 1255, 'y': 45}, {'x': 1255, 'y': 691}, {'x': 14, 'y': 691}]",16:9,horizontal,921600,16:9,horizontal,801686,0.8698849826388889,negative
negative_058.jpeg,/kaggle/input/musait/dataset/basket/negative_058.jpeg,0,,[],16:9,horizontal,50400,,,0,0.0,negative
negative_059.jpg,/kaggle/input/musait/dataset/basket/negative_059.jpg,0,,[],4:3,horizontal,50246,,,0,0.0,negative
negative_060.jpg,/kaggle/input/musait/dataset/basket/negative_060.jpg,1,"CYCLONE AMPHAN HITS INDIA
4 DEAD IN WEST BENGAL
INDIA
TODAY","[{'x': 14, 'y': 45}, {'x': 1255, 'y': 45}, {'x': 1255, 'y': 691}, {'x': 14, 'y': 691}]",16:9,horizontal,921600,16:9,horizontal,801686,0.8698849826388889,negative
negative_061.jpeg,/kaggle/input/musait/dataset/basket/negative_061.jpeg,1,"WE ALL
GO LITTLE
MAD
SOMETIMES","[{'x': 211, 'y': 99}, {'x': 276, 'y': 99}, {'x': 276, 'y': 157}, {'x': 211, 'y': 157}]",3:2,horizontal,50268,1:1,box,3770,0.0749980106628471,negative
negative_062.jpg,/kaggle/input/musait/dataset/basket/negative_062.jpg,1,"AMPHAN: SUPER CYCLONIC STORM
DURING COVID PANDEMIC
INDIA
TODAY","[{'x': 36, 'y': 48}, {'x': 1254, 'y': 48}, {'x': 1254, 'y': 688}, {'x': 36, 'y': 688}]",16:9,horizontal,921600,16:9,horizontal,779520,0.8458333333333333,negative
negative_063.jpeg,/kaggle/input/musait/dataset/basket/negative_063.jpeg,0,,[],4:3,horizontal,50246,,,0,0.0,negative
negative_064.jpg,/kaggle/input/musait/dataset/basket/negative_064.jpg,0,,[],3:2,horizontal,50325,,,0,0.0,negative
negative_065.jpg,/kaggle/input/musait/dataset/basket/negative_065.jpg,1,"AMPHAN: SUPER CYCLONIC STORM
DURING COVID PANDEMIC
INDIA
TODAY","[{'x': 36, 'y': 48}, {'x': 1254, 'y': 48}, {'x': 1254, 'y': 688}, {'x': 36, 'y': 688}]",16:9,horizontal,921600,16:9,horizontal,779520,0.8458333333333333,negative
negative_066.jpeg,/kaggle/input/musait/dataset/basket/negative_066.jpeg,1,"HORROR
All the horror news
at one gravesite.
POST
www.HorrorPost.com","[{'x': 17, 'y': 0}, {'x': 359, 'y': 0}, {'x': 359, 'y': 131}, {'x': 17, 'y': 131}]",Other,other,50184,Other,other,44802,0.892754662840746,negative
negative_067.jpg,/kaggle/input/musait/dataset/basket/negative_067.jpg,1,"CRUX.
CYCLONE AMPHAN RAVAGES
BENGAL & ODISHA","[{'x': 87, 'y': 38}, {'x': 1230, 'y': 38}, {'x': 1230, 'y': 647}, {'x': 87, 'y': 647}]",16:9,horizontal,921600,16:9,horizontal,696087,0.755302734375,negative
negative_068.jpeg,/kaggle/input/musait/dataset/basket/negative_068.jpeg,0,,[],3:2,horizontal,50325,,,0,0.0,negative
negative_069.jpg,/kaggle/input/musait/dataset/basket/negative_069.jpg,0,,[],3:2,horizontal,50325,,,0,0.0,negative
negative_070.jpg,/kaggle/input/musait/dataset/basket/negative_070.jpg,1,"CRUX.
CYCLONE AMPHAN RAVAGES
BENGAL & ODISHA","[{'x': 87, 'y': 38}, {'x': 1230, 'y': 38}, {'x': 1230, 'y': 647}, {'x': 87, 'y': 647}]",16:9,horizontal,921600,16:9,horizontal,696087,0.755302734375,negative
negative_071.jpeg,/kaggle/input/musait/dataset/basket/negative_071.jpeg,0,,[],3:2,horizontal,50318,,,0,0.0,negative
negative_072.jpg,/kaggle/input/musait/dataset/basket/negative_072.jpg,0,,[],3:4,vertical,50246,,,0,0.0,negative
negative_073.png,/kaggle/input/musait/dataset/basket/negative_073.png,1,"Branty
HORROR","[{'x': 43, 'y': 20}, {'x': 175, 'y': 20}, {'x': 175, 'y': 189}, {'x': 43, 'y': 189}]",1:1,box,50398,3:4,vertical,22308,0.4426366125639906,negative
negative_074.png,/kaggle/input/musait/dataset/basket/negative_074.png,1,EARTHQUAKE ALERT,"[{'x': 54, 'y': 217}, {'x': 913, 'y': 217}, {'x': 913, 'y': 324}, {'x': 54, 'y': 324}]",16:9,horizontal,518400,Other,other,91913,0.177301311728395,negative
negative_075.png,/kaggle/input/musait/dataset/basket/negative_075.png,1,EARTHQUAKE ALERT,"[{'x': 54, 'y': 217}, {'x': 913, 'y': 217}, {'x': 913, 'y': 324}, {'x': 54, 'y': 324}]",16:9,horizontal,518400,Other,other,91913,0.177301311728395,negative
negative_076.jpeg,/kaggle/input/musait/dataset/basket/negative_076.jpeg,1,"STORM ALEX
FLOODING IN FRANCE","[{'x': 11, 'y': 108}, {'x': 129, 'y': 108}, {'x': 129, 'y': 156}, {'x': 11, 'y': 156}]",16:9,horizontal,50400,21:9,horizontal,5664,0.1123809523809523,negative
negative_077.jpg,/kaggle/input/musait/dataset/basket/negative_077.jpg,0,,[],16:9,horizontal,119658,,,0,0.0,negative
negative_078.jpeg,/kaggle/input/musait/dataset/basket/negative_078.jpeg,1,"The Call-Chronicle-Examiner
EARTHQUAKE AND FIRE:
SAN FRANCISCO IN RUINS","[{'x': 3, 'y': 6}, {'x': 253, 'y': 6}, {'x': 253, 'y': 83}, {'x': 3, 'y': 83}]",4:3,horizontal,50310,Other,other,19250,0.3826277082091036,negative
negative_079.jpeg,/kaggle/input/musait/dataset/basket/negative_079.jpeg,1,"The Call-Chronicle-Examiner
EARTHQUAKE AND FIRE:
SAN FRANCISCO IN RUINS","[{'x': 3, 'y': 6}, {'x': 253, 'y': 6}, {'x': 253, 'y': 83}, {'x': 3, 'y': 83}]",4:3,horizontal,50310,Other,other,19250,0.3826277082091036,negative
negative_080.jpeg,/kaggle/input/musait/dataset/basket/negative_080.jpeg,1,"CORONA UPDATE
SUN
NEWS
உலக சுகாதார அமைப்பு கருத்து!
""கொரோனா வைரஸ் பேரழிவை
உண்டாக்கும் என்பதற்கு
இந்தியாவே சான்று; இந்தியாவின்
நிலை கவலை அளிக்கிறது!”","[{'x': 20, 'y': 9}, {'x': 216, 'y': 9}, {'x': 216, 'y': 214}, {'x': 20, 'y': 214}]",1:1,box,50625,1:1,box,40180,0.7936790123456791,negative
negative_081.jpg,/kaggle/input/musait/dataset/basket/negative_081.jpg,1,EARTHQUAKE,"[{'x': 104, 'y': 241}, {'x': 670, 'y': 241}, {'x': 670, 'y': 353}, {'x': 104, 'y': 353}]",16:9,horizontal,358400,Other,other,63392,0.176875,negative
negative_082.jpg,/kaggle/input/musait/dataset/basket/negative_082.jpg,0,,[],4:3,horizontal,50246,,,0,0.0,negative
negative_083.jpg,/kaggle/input/musait/dataset/basket/negative_083.jpg,1,EARTHQUAKE,"[{'x': 104, 'y': 241}, {'x': 670, 'y': 241}, {'x': 670, 'y': 353}, {'x': 104, 'y': 353}]",16:9,horizontal,358400,Other,other,63392,0.176875,negative
negative_084.jpeg,/kaggle/input/musait/dataset/basket/negative_084.jpeg,1,"Murali_rout
I don't need your love
cause I already cried enough","[{'x': 63, 'y': 328}, {'x': 551, 'y': 328}, {'x': 551, 'y': 717}, {'x': 63, 'y': 717}]",1:1,box,518400,4:3,horizontal,189832,0.3661882716049383,negative
negative_085.jpg,/kaggle/input/musait/dataset/basket/negative_085.jpg,1,"3883899676 25895
1145445508
gettyimages
Hindustan Times","[{'x': 0, 'y': 124}, {'x': 467, 'y': 124}, {'x': 467, 'y': 386}, {'x': 0, 'y': 386}]",3:2,horizontal,235224,16:9,horizontal,122354,0.5201595075332449,negative
negative_086.jpeg,/kaggle/input/musait/dataset/basket/negative_086.jpeg,1,EARTHQUAKE,"[{'x': 56, 'y': 72}, {'x': 249, 'y': 72}, {'x': 249, 'y': 98}, {'x': 56, 'y': 98}]",16:9,horizontal,50400,Other,other,5018,0.099563492063492,negative
negative_087.jpeg,/kaggle/input/musait/dataset/basket/negative_087.jpeg,1,EARTHQUAKE,"[{'x': 56, 'y': 72}, {'x': 249, 'y': 72}, {'x': 249, 'y': 98}, {'x': 56, 'y': 98}]",16:9,horizontal,50400,Other,other,5018,0.099563492063492,negative
negative_088.jpeg,/kaggle/input/musait/dataset/basket/negative_088.jpeg,1,"BAD
NEWS!","[{'x': 22, 'y': 6}, {'x': 138, 'y': 6}, {'x': 138, 'y': 110}, {'x': 22, 'y': 110}]",3:2,horizontal,50325,1:1,box,12064,0.2397218082463984,negative
negative_089.jpg,/kaggle/input/musait/dataset/basket/negative_089.jpg,1,"W
KÁ 05 AG 9842
TRUCK
EVERY NEE
nd the app
Ap Store
empo new
4410","[{'x': 38, 'y': 40}, {'x': 614, 'y': 40}, {'x': 614, 'y': 465}, {'x': 38, 'y': 465}]",4:3,horizontal,286590,4:3,horizontal,244800,0.8541819323772637,negative
negative_090.jpeg,/kaggle/input/musait/dataset/basket/negative_090.jpeg,1,"August 23rd, 2011
Virginia earthquake","[{'x': 0, 'y': 1}, {'x': 159, 'y': 1}, {'x': 159, 'y': 43}, {'x': 0, 'y': 43}]",Other,other,50184,Other,other,6678,0.1330703012912482,negative
negative_091.jpeg,/kaggle/input/musait/dataset/basket/negative_091.jpeg,1,"August 23rd, 2011
Virginia earthquake","[{'x': 0, 'y': 1}, {'x': 159, 'y': 1}, {'x': 159, 'y': 43}, {'x': 0, 'y': 43}]",Other,other,50184,Other,other,6678,0.1330703012912482,negative
negative_092.jpeg,/kaggle/input/musait/dataset/basket/negative_092.jpeg,1,OH NO... NO!,"[{'x': 25, 'y': 17}, {'x': 211, 'y': 17}, {'x': 211, 'y': 56}, {'x': 25, 'y': 56}]",1:1,box,50244,Other,other,7254,0.1443754478146644,negative
negative_093.jpg,/kaggle/input/musait/dataset/basket/negative_093.jpg,1,"WION
6.2 MAGNITUDE EARTHQUAKE
HITS INDONESIA","[{'x': 0, 'y': 469}, {'x': 891, 'y': 469}, {'x': 891, 'y': 682}, {'x': 0, 'y': 682}]",16:9,horizontal,921600,Other,other,189783,0.205927734375,negative
negative_094.jpg,/kaggle/input/musait/dataset/basket/negative_094.jpg,0,,[],16:9,horizontal,50232,,,0,0.0,negative
negative_095.jpg,/kaggle/input/musait/dataset/basket/negative_095.jpg,1,"WION
6.2 MAGNITUDE EARTHQUAKE
HITS INDONESIA","[{'x': 0, 'y': 469}, {'x': 891, 'y': 469}, {'x': 891, 'y': 682}, {'x': 0, 'y': 682}]",16:9,horizontal,921600,Other,other,189783,0.205927734375,negative
